Program,best_exam_score,worst_exam_score,avg_exam_score,,,,,,,DStar (Perfect EXAM = 0.04545),,,,,
,,,,,,Average EXAM Best-Case By Gate,Average EXAM Best-Case Overall,Median EXAM Best-Case,% Top 1 Best-Case,% Top 3 Best-Case,Average EXAM Worst-Case By Gate,Average EXAM Worst-Case Overall,Median EXAM Worst-Case,% Top 1 Worst-Case,% Top 3 Worst-Case
AddGate_ccx_inGap_6_.qasm,0.318181818,0.318181818,0.318181818,,CCX,0.303030303,0.202840909,0.045454545,0.575,0.6,0.303030303,0.203409091,0.045454545,0.575,0.6
AddGate_ccx_inGap_7_.qasm,0.272727273,0.272727273,0.272727273,,,,,,,,,,,,
AddGate_ccx_inGap_8_.qasm,0.318181818,0.318181818,0.318181818,,,,,,,,,,,,
AddGate_cswap_inGap_11_.qasm,0.045454545,0.045454545,0.045454545,,CSWAP,0.136363636,,,,,0.136363636,,,,
AddGate_cswap_inGap_6_.qasm,0.318181818,0.318181818,0.318181818,,,,,,,,,,,,
AddGate_cswap_inGap_9_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_cx_inGap_6_.qasm,0.045454545,0.045454545,0.045454545,,CX,0.090909091,,,,,0.090909091,,,,
AddGate_cx_inGap_7_.qasm,0.181818182,0.181818182,0.181818182,,,,,,,,,,,,
AddGate_cx_inGap_8_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_cz_inGap_10_.qasm,0.045454545,0.045454545,0.045454545,,CZ,0.060606061,,,,,0.060606061,,,,
AddGate_cz_inGap_11_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_cz_inGap_6_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_cz_inGap_7_.qasm,0.136363636,0.136363636,0.136363636,,,,,,,,,,,,
AddGate_cz_inGap_8_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_cz_inGap_9_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_h_inGap_10_.qasm,0.5,0.5,0.5,,H,0.454545455,,,,,0.454545455,,,,
AddGate_h_inGap_11_.qasm,0.5,0.5,0.5,,,,,,,,,,,,
AddGate_h_inGap_1_.qasm,0.409090909,0.409090909,0.409090909,,,,,,,,,,,,
AddGate_h_inGap_2_.qasm,0.409090909,0.409090909,0.409090909,,,,,,,,,,,,
AddGate_h_inGap_9_.qasm,0.454545455,0.454545455,0.454545455,,,,,,,,,,,,
AddGate_p_inGap_10_.qasm,0.045454545,0.045454545,0.045454545,,P,0.045454545,,,,,0.045454545,,,,
AddGate_p_inGap_11_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_p_inGap_9_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rx_inGap_12_.qasm,0.681818182,0.681818182,0.681818182,,RX,0.336363636,,,,,0.336363636,,,,
AddGate_rx_inGap_13_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rx_inGap_14_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rx_inGap_15_.qasm,0.863636364,0.863636364,0.863636364,,,,,,,,,,,,
AddGate_rx_inGap_16_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rxx_inGap_10_.qasm,0.045454545,0.045454545,0.045454545,,RXX,0.119318182,,,,,0.119318182,,,,
AddGate_rxx_inGap_11_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rxx_inGap_12_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rxx_inGap_13_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rxx_inGap_14_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rxx_inGap_15_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rxx_inGap_16_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rxx_inGap_1_.qasm,0.318181818,0.318181818,0.318181818,,,,,,,,,,,,
AddGate_rxx_inGap_2_.qasm,0.227272727,0.227272727,0.227272727,,,,,,,,,,,,
AddGate_rxx_inGap_3_.qasm,0.318181818,0.318181818,0.318181818,,,,,,,,,,,,
AddGate_rxx_inGap_4_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rxx_inGap_5_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rxx_inGap_6_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rxx_inGap_7_.qasm,0.181818182,0.181818182,0.181818182,,,,,,,,,,,,
AddGate_rxx_inGap_8_.qasm,0.363636364,0.363636364,0.363636364,,,,,,,,,,,,
AddGate_rxx_inGap_9_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_ry_inGap_10_.qasm,0.045454545,0.045454545,0.045454545,,RY,0.286363636,,,,,0.286363636,,,,
AddGate_ry_inGap_11_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_ry_inGap_12_.qasm,0.727272727,0.727272727,0.727272727,,,,,,,,,,,,
AddGate_ry_inGap_13_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_ry_inGap_14_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_ry_inGap_15_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_ry_inGap_16_.qasm,0.863636364,0.863636364,0.863636364,,,,,,,,,,,,
AddGate_ry_inGap_1_.qasm,0.363636364,0.363636364,0.363636364,,,,,,,,,,,,
AddGate_ry_inGap_2_.qasm,0.636363636,0.636363636,0.636363636,,,,,,,,,,,,
AddGate_ry_inGap_9_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rz_inGap_10_.qasm,0.045454545,0.045454545,0.045454545,,RZ,0.303030303,,,,,0.303030303,,,,
AddGate_rz_inGap_11_.qasm,0.818181818,0.818181818,0.818181818,,,,,,,,,,,,
AddGate_rz_inGap_6_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rzz_inGap_10_.qasm,0.045454545,0.045454545,0.045454545,,RZZ,0.113636364,,,,,0.113636364,,,,
AddGate_rzz_inGap_11_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rzz_inGap_6_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_rzz_inGap_7_.qasm,0.227272727,0.227272727,0.227272727,,,,,,,,,,,,
AddGate_rzz_inGap_8_.qasm,0.272727273,0.272727273,0.272727273,,,,,,,,,,,,
AddGate_rzz_inGap_9_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_s_inGap_11_.qasm,0.818181818,0.863636364,0.840909091,,S,0.818181818,,,,,0.863636364,,,,
AddGate_swap_inGap_10_.qasm,0.181818182,0.181818182,0.181818182,,SWAP,0.151515152,,,,,0.151515152,,,,
AddGate_swap_inGap_11_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_swap_inGap_6_.qasm,0.090909091,0.090909091,0.090909091,,,,,,,,,,,,
AddGate_swap_inGap_7_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_swap_inGap_8_.qasm,0.272727273,0.272727273,0.272727273,,,,,,,,,,,,
AddGate_swap_inGap_9_.qasm,0.272727273,0.272727273,0.272727273,,,,,,,,,,,,
AddGate_x_inGap_1_.qasm,0.227272727,0.227272727,0.227272727,,X,0.25,,,,,0.25,,,,
AddGate_x_inGap_2_.qasm,0.272727273,0.272727273,0.272727273,,,,,,,,,,,,
AddGate_y_inGap_10_.qasm,0.045454545,0.045454545,0.045454545,,Y,0.290909091,,,,,0.290909091,,,,
AddGate_y_inGap_11_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_y_inGap_1_.qasm,0.681818182,0.681818182,0.681818182,,,,,,,,,,,,
AddGate_y_inGap_2_.qasm,0.636363636,0.636363636,0.636363636,,,,,,,,,,,,
AddGate_y_inGap_9_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_z_inGap_10_.qasm,0.045454545,0.045454545,0.045454545,,Z,0.045454545,,,,,0.045454545,,,,
AddGate_z_inGap_11_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
AddGate_z_inGap_9_.qasm,0.045454545,0.045454545,0.045454545,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Rand,Best,Worst,,,,,,,,,,,,,
0.538379316,0.636363636,0.636363636,,,,,,,,,,,,,
0.929308345,0.681818182,0.681818182,,,,,,,,,,,,,
0.247305523,0.045454545,0.045454545,,,,,,,,,,,,,
0.133437577,0.045454545,0.045454545,,,,,,,,,,,,,
0.759813624,0.045454545,0.045454545,,,,,,,,,,,,,
0.162361068,,,,,,,,,,,,,,,
0.574456283,,,,,,,,,,,,,,,
0.845067343,,,,,,,,,,,,,,,
0.633094398,,,,,,,,,,,,,,,
0.492331753,,,,,,,,,,,,,,,
0.190405439,,,,,,,,,,,,,,,
0.09731217,,,,,,,,,,,,,,,
0.470502236,,,,,,,,,,,,,,,
0.085620713,,,,,,,,,,,,,,,
0.671480036,,,,,,,,,,,,,,,
0.744725838,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,0.318181818,0.318181818,,0.229292929,0.045454545,0.511111111,0.555555556,,0.23030303,0.045454545,0.511111111,0.555555556,,,
,0.272727273,0.272727273,,,,,,,,,,,,,
,0.318181818,0.318181818,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.318181818,0.318181818,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.181818182,0.181818182,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.136363636,0.136363636,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.5,0.5,,,,,,,,,,,,,
,0.5,0.5,,,,,,,,,,,,,
,0.454545455,0.454545455,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.681818182,0.681818182,,,,,,,,,,,,,
,0.863636364,0.863636364,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.318181818,0.318181818,,,,,,,,,,,,,
,0.363636364,0.363636364,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.818181818,0.818181818,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.227272727,0.227272727,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.818181818,0.863636364,,,,,,,,,,,,,
,0.272727273,0.272727273,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.090909091,0.090909091,,,,,,,,,,,,,
,0.227272727,0.227272727,,,,,,,,,,,,,
,0.272727273,0.272727273,,,,,,,,,,,,,
,0.636363636,0.636363636,,,,,,,,,,,,,
,0.681818182,0.681818182,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
,0.045454545,0.045454545,,,,,,,,,,,,,
